char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword
鈫	167 長镸		CYK	金卜大	64179.071	1299.191				
鈬	167 長镸	8718.7	CSO	金尸人	64180.111	1299.191				
鈭	167 長镸	2110.9	YPC	卜心金	64196.010	1299.200				
鈮	167 長镸	8711.1	CSP	金尸心	64191.080	1299.210				
鈯	167 長镸		CUU	金山山	64192.020	1299.220				
鈰	167 長镸	8012.7	CYLB	金卜中月	64190.100	1299.230				
鈱	167 長镸	8714.7	CRVP	金口女心	64191.100	1299.240				
鈲	167 長镸	8213.0	CHVO	金竹女人	64187.110	1299.250				
鈳	167 長镸	8112.0	CMNR	金一弓口	64183.080	1299.270				
鈴	167 長镸	8813.7	COII	金人戈戈	64187.160	1299.280	2373	small bell		
鈵	167 長镸		CMOB	金一人月	64184.020	1299.290				
鈶	167 長镸	8316.0	CIR	金戈口	64192.100	1299.300				
鈷	167 長镸	8416.0	CJR	金十口	64183.030	1299.310				
鈸	167 長镸	8314.7 8414.0	CIKK	金戈大大	64184.070	1299.320				
鈹	167 長镸	8414.7	CDHE	金木竹水	64192.060	1300.010				
鈺	167 長镸	8111.3	CMGI	金一土戈	64181.100	1300.020				
鈻	167 長镸		CRLR	金口中口	64186.110	1300.040				
鈼	167 長镸		CHS	金竹尸	64187.030	1300.050				
鈽	167 長镸	8412.7	CKLB	金大中月	64184.060	1300.060				
鈾	167 長镸	8516.0	CLW	金中田	64186.050	1300.070				
鈿	167 長镸	8610.0	CW	金田	64186.030	1300.080				
鉀	167 長镸	8615.0	CWL	金田中	64185.090	1300.090				
鉁	167 長镸		COHH	金人竹竹	64187.150	1300.110				
鉂	167 長镸		CLK	金中大	64186.100	1300.120				
鉃	167 長镸		COK	金人大	64187.020	1300.130				
鉄	167 長镸	8513.0	CHQO	金竹手人	64186.140	1300.140				
鉅	167 長镸	8111.7	CSS	金尸尸	64174.180	1300.150				
鉆	167 長镸	8116.0	CYR	金卜口	64184.130	1300.160				
鉇	167 長镸		COPD	金人心木	64187.060	1300.170				
鉈	167 長镸	8311.1	CJP	金十心	64191.030	1300.180				
鉉	167 長镸	8013.2	CYVI	金卜女戈	64190.130	1300.190				
鉊	167 長镸	8716.2	CSHR	金尸竹口	64192.050	1300.200				
鉋	167 長镸	8711.2	CPRU	金心口山	64190.070	1300.210				
鉌	167 長镸	8219.4	CHD	金竹木	64187.040	1301.020				
鉍	167 長镸	8310.0	CPH	金心竹	64191.050	1301.030				
鉎	167 長镸	8511.0	CHQM	金竹手一	64186.130	1301.040				
鉏	167 長镸	8711.2	CBM	金月一	64185.060	1301.050				
鉐	167 長镸	8116.0	CMR	金一口	64184.040	1301.060				
鉑	167 長镸	8610.0	CHA	金竹日	64187.090	1301.070				
鉒	167 長镸	8011.4	CYG	金卜土	64190.090	1301.080				
鉓	167 長镸	8812.7	COLB	金人中月	64187.050	1301.090				
鉔	167 長镸	8111.2	CSLB	金尸中月	64184.010	1301.100				
鉕	167 長镸		CSR	金尸口	64183.100	1301.110				
鉖	167 長镸	8713.3	CHEY	金竹水卜	64190.060	1301.120				
鉗	167 長镸	8417.0	CTM	金廿一	64182.070	1301.140	2664	pliers		
鉘	167 長镸		CLLN	金中中弓	64191.110	1301.150				
鉙	167 長镸		CRC	金口金	64186.080	1301.160				
鉚	167 長镸	8712.0	CHHL	金竹竹中	64190.040	1301.170				
鉛	167 長镸	8816.0	CCR	金金口	64189.010	1301.180	2765	lead		
鉜	167 長镸		CODI	金人木戈	64187.070	1301.190				
鉝	167 長镸		CYT	金卜廿	64190.120	1302.010				
鉞	167 長镸	8315.0	CIV	金戈女	64184.090	1302.020				
鉟	167 長镸		CMFM	金一火一	64184.030	1302.030				
鉠	167 長镸	8513.0	CLBK	金中月大	64186.090	1302.040				
鉡	167 長镸	8915.0	CFQ	金火手	64187.120	1302.050				
鉢	167 長镸	8513.0	CDM	金木一	64183.050	1302.060				
鉣	167 長镸	8413.1	CGI	金土戈	64182.060	1302.070				
鉤	167 長镸	8712.0	CPR	金心口	64188.060	1302.080	1587	hook		
鉥	167 長镸	8313.4	CIJC	金戈十金	64183.070	1303.010				
鉦	167 長镸	8111.1	CMYM	金一卜一	64182.030	1303.030				
鉧	167 長镸	8715.0	CWYI	金田卜戈	64193.020	1303.040				
鉨	167 長镸		CNF	金弓火	64188.040	1303.050				
鉩	167 長镸		COF	金人火	64187.130	1303.090				
鉪	167 長镸		CPT	金心廿	64183.020	1303.100				
鉫	167 長镸		CKSR	金大尸口	64192.040	1303.101				
鉬	167 長镸	8711.0	CBU	金月山	64185.040	1303.101				
鉭	167 長镸	8611.0	CAM	金日一	64185.070	1303.101				
鉮	167 長镸		CLWL	金中田中	64186.020	1303.101				
鉯	167 長镸	8810.0	CVIO	金女戈人	64181.040	1303.101				
鉰	167 長镸	8712.0	CSMR	金尸一口	64191.070	1303.101				
鉱	167 長镸	8013.2	XCII	難金戈戈	64190.111	1303.101				
鉲	167 長镸	8113.1	CYMY	金卜一卜	64184.110	1303.101				
鉴	167 長镸	2810	LIC	中戈金	64185.030	1303.101			2497	probe
鉵	167 長镸		CLMI	金中一戈	64196.060	1303.120				
鉶	167 長镸	8210.0	CMTN	金一廿弓	64193.080	1303.130				
鉷	167 長镸		CTC	金廿金	64194.050	1303.150				
鉸	167 長镸	8014.8	CYCK	金卜金大	64201.080	1303.160				
鉹	167 長镸	8712.7	CNIN	金弓戈弓	64201.020	1303.180				
鉺	167 長镸	8114.0	CSJ	金尸十	64194.030	1303.190				
鉻	167 長镸	8716.4	CHER	金竹水口	64200.080	1303.200				
鉼	167 長镸	8814.1	CTT	金廿廿	64202.100 64221.020	1303.210				
鉽	167 長镸	8314.0	CIPM	金戈心一	64193.040	1303.220				
鉾	167 長镸	8315.0	CIHQ	金戈竹手	64203.060	1303.230				
鉿	167 長镸	8816.1	COMR	金人一口	64199.120	1303.240				
銀	167 長镸	8713.2	CAV	金日女	64202.180	1303.250	1083	silver		
銁	167 長镸		CPA	金心日	64200.050	1304.010				
銂	167 長镸	8210.0	CILL	金戈中中	64202.120	1304.020				
銃	167 長镸	8011.3	CYIU	金卜戈山	64202.070	1304.030				
銄	167 長镸		CHBR	金竹月口	64199.020	1304.040				
銅	167 長镸	8712.0	CBMR	金月一口	64196.070	1304.050	262	copper		
銆	167 長镸	8116.0	CMA	金一日	64194.120	1304.060				
銇	167 長镸	8519.0	CQD	金手木	64197.080	1304.080				
銈	167 長镸	8411.4	CGG	金土土	64193.110	1304.090				
銉	167 長镸		CLQ	金中手	64202.170	1304.100				
銊	167 長镸	8315.0	CIHM	金戈竹一	64195.040	1304.110				
銋	167 長镸	8211.4	COHG	金人竹土	64198.090	1304.120				
銌	167 長镸	8414.7	CKLD	金大中木	64194.130	1304.130				
銍	167 長镸	8111.4	CMIG	金一戈土	64195.120	1304.150				
銎	167 長镸	1710.9	MNC	一弓金	64194.020	1304.160				
銏	167 長镸		CBT	金月廿	64190.030	1304.170				
銐	167 長镸		XMNC	難一弓金	64195.060	1304.180				
銑	167 長镸	8411.1	CHGU	金竹土山	64197.090	1304.190				
銒	167 長镸		CMJJ	金一十十	64193.070	1304.200				
銓	167 長镸	8811.4	COMG	金人一土	64199.080	1304.210				
銔	167 長镸	8114.9	CMFJ	金一火十	64194.090	1305.030				
銕	167 長镸	8513.2	CKN	金大弓	64195.090	1305.040				
銖	167 長镸	8519.0	CHJD	金竹十木	64197.060	1305.050				
銗	167 長镸	8216.1	CHMR	金竹一口	64199.030	1305.060				
銘	167 長镸	8716.0	CNIR	金弓戈口	64200.100	1305.070	266	inscription		
銙	167 長镸	8412.7	CKMS	金大一尸	64195.010	1305.080				
銚	167 長镸	8211.3	CLMO	金中一人	64200.020	1305.090				
銛	167 長镸	8216.4	CHJR	金竹十口	64198.040	1305.110				
銜	167 長镸	2110.9	HOCMN	竹人金一弓	20840.150	1305.120	1940	title		
銝	167 長镸	8419.0	COD	金人木	64198.050	1305.130				
銞	167 長镸		PAC	心日金	64200.060	1305.140				
銟	167 長镸		CULB	金山中月	64197.020	1305.150				
銠	167 長镸	8411.1	CJKP	金十大心	64193.150	1305.170				
銡	167 長镸	8416.1	CGR	金土口	64193.120	1305.210				
銢	167 長镸	8319.9	CINE	金戈弓水	64193.060	1305.211				
銣	167 長镸	8610.0	CVR	金女口	64203.030	1305.211				
銤	167 長镸	8919.4	CFD	金火木	64202.110	1305.211				
銥	167 長镸	8013.2	CYHV	金卜竹女	64202.020	1305.211				
銦	167 長镸	8610.0	CWK	金田大	64196.130	1305.211				
銧	167 長镸	8911.1	CFMU	金火一山	64196.020	1305.211				
銨	167 長镸	8314.4	CJV	金十女	64202.150	1305.211				
銩	167 長镸	8113.1	CHGI	金竹土戈	64198.020	1305.211				
銪	167 長镸	8412.7	CKB	金大月	64194.100	1305.211				
銫	167 長镸	8711.7	CNAU	金弓日山	64201.050	1305.211				
銬	167 長镸	8412.7	CJKS	金十大尸	64193.130	1305.211				
銭	167 長镸	8315.0	CIQ	金戈手	64193.030	1305.211				
銮	167 長镸	0010	YCC	卜金金	64201.070	1305.211				
銯	167 長镸		CVIF	金女戈火	64203.061	1305.211				
銰	167 長镸		CTK	金廿大	64194.051	1305.211				
銱	167 長镸		CRLB	金口中月	64196.110	1305.211				
銲	167 長镸	8614.1	CAMJ	金日一十	64207.030	1306.020				
銳	167 長镸	8811.6	CCRU	金金口山	64211.121	1306.030	1706	sharp		
銴	167 長镸	5210.9	QLC	手中金	64203.130	1306.040				
銵	167 長镸	8714.0	CHXH	金竹難竹	64209.070	1306.060				
銶	167 長镸	8313.2	CIJE	金戈十水	64204.100	1306.080				
銷	167 長镸	8912.7	CFB	金火月	64206.100	1306.090	1589	put up for sale		
銸	167 長镸		CSJU	金尸十山	64204.070	1306.100				
銹	167 長镸	8212.7	CHDH	金竹木竹	64208.160	1306.110				
銺	167 長镸		VGC	女土金	64213.090	1306.120				
銻	167 長镸	8812.7	CCNH	金金弓竹	64212.020	1306.130				
銼	167 長镸	8811.4	COOG	金人人土	64209.150	1306.150				
銽	167 長镸		CHPR	金竹心口	64210.070	1306.160				
銾	167 長镸		CME	金一水	64203.100	1306.170				
銿	167 長镸		CNIB	金弓戈月	64213.120	1306.180				
鋀	167 長镸	8111.8	CMRT	金一口廿	64205.040	1306.190				
鋁	167 長镸	8616.0	CRHR	金口竹口	64196.090	1306.200	2068	aluminum		
鋂	167 長镸	8815.7	COWY	金人田卜	64209.030	1306.210				
鋃	167 長镸	8313.2	CIAV	金戈日女	64212.090	1306.220				
鋄	167 長镸	8114.7	CMFE	金一火水	64206.020	1306.230				
鋅	167 長镸	8014.1	CYTJ	金卜廿十	64211.050	1306.250				
鋆	167 長镸	4710.9	GMC	土一金	64204.040	1306.270				
鋇	167 長镸	8618.0	CBUC	金月山金	64207.080	1306.280				
鋈	167 長镸	3210.9	EKC	水大金	64212.050	1306.290				
鋉	167 長镸	8519.6	CDL	金木中	64205.020	1307.010				
鋊	167 長镸	8816.8	CCOR	金金人口	64210.020	1307.020				
鋋	167 長镸	8214.1	CNKM	金弓大一	64198.080	1307.030				
鋌	167 長镸	8214.1	CNKG	金弓大土	64197.110	1307.040				
鋍	167 長镸	8414.7	CJBD	金十月木	64204.110	1307.050				
鋎	167 長镸	8311.1	CJMU	金十一山	64212.060	1307.060				
鋏	167 長镸	8413.8	CKOO	金大人人	64205.070	1307.070				
鋐	167 長镸	8313.2	CJKI	金十大戈	64212.070	1307.080				
鋑	167 長镸	8314.7	CICE	金戈金水	64214.010	1307.110				
鋒	167 長镸	8715.4	CHEJ	金竹水十	64210.080	1307.120	2523	cutting edge		
鋓	167 長镸	8210.0	CHDN	金竹木弓	64208.130	1307.130				
鋔	167 長镸		CNAU	金弓日山	64210.060	1307.150				
鋕	167 長镸	8413.1	CGP	金土心	64204.050	1307.170				
鋖	167 長镸		CBV	金月女	64209.120	1307.180				
鋗	167 長镸	8612.7	CRB	金口月	64203.050 64208.030	1307.190				
鋘	167 長镸	8613.4	CRVK	金口女大	64207.090	1307.200				
鋙	167 長镸	8116.1	CMMR	金一一口	64205.030	1307.210				
鋚	167 長镸		OKC	人大金	64209.060	1307.220				
鋛	167 長镸		CLL	金中中	64208.040	1307.230				
鋜	167 長镸		CRYO	金口卜人	64208.020	1307.240				
鋝	167 長镸	8214.3	CBDI	金月木戈	64210.030	1307.250				
鋞	167 長镸	8111.1	CMVM	金一女一	64206.060	1308.020				
鋟	167 長镸	8714.7	CSME	金尸一水	64213.020	1308.040				
鋠	167 長镸	8113.2	CMMV	金一一女	64205.050	1308.050				
鋡	167 長镸	8816.2	COIR	金人戈口	64210.040	1308.070				
鋢	167 長镸		CBND	金月弓木	64209.110	1308.080				
鋣	167 長镸		CMHL	金一竹中	64195.100	1308.090				
鋤	167 長镸	8412.7	CBMS	金月一尸	64207.120	1308.100	2687	hoe		
鋥	167 長镸		CRHG	金口竹土	64207.060	1308.130				
鋦	167 長镸	8712.7	CSSR	金尸尸口	64213.040	1308.140				
鋧	167 長镸	8611.0	CBUU	金月山山	64207.100	1308.160				
鋨	167 長镸	8315.0	CHQI	金竹手戈	64208.110	1308.180				
鋩	167 長镸	8411.0	CTYV	金廿卜女	64194.060	1308.200				
鋪	167 長镸	8312.7	CIJB	金戈十月	64204.120	1308.210	2725	shop		
鋫	167 長镸		HNC	竹弓金	64208.140	1308.230				
鋬	167 長镸		QEC	手水金	64204.010	1308.250				
鋭	167 長镸	8811.6	XXCCR	難難金金口	64211.120	1308.261				
鋮	167 長镸	8315.0	CIHS	金戈竹尸	64195.070	1308.261				
鋯	167 長镸	8416.1	CHGR	金竹土口	64208.090	1308.261				
鋰	167 長镸	8611.4	CWG	金田土	64207.040	1308.261				
鋱	167 長镸	8314.0	CIPP	金戈心心	64206.030	1308.261				
鋲	167 長镸	8218.1	COMC	金人一金	64209.031	1308.261				
鋳	167 長镸	8514.0	CQKI	金手大戈	64203.071	1308.261				
鋴	167 長镸		CJRU	金十口山	64204.091	1308.261				
鋵	167 長镸		CHDU	金竹木山	64208.150	1308.261				
鋶	167 長镸		CYIU	金卜戈山	64211.080	1308.261				
鋷	167 長镸	8714.0	CSJE	金尸十水	64214.150	1308.270				
鋸	167 長镸	8716.4	CSJR	金尸十口	64226.020	1308.280	827	saw		
鋹	167 長镸	8113.2	CSMV	金尸一女	64214.060	1308.290				
鋺	167 長镸	8311.2	CJNU	金十弓山	64225.040	1308.300				
鋻	167 長镸	7710.9	SEC	尸水金	64216.120	1308.310				
鋼	167 長镸	8712.0	CAPP	金日心心	64220.050	1309.010	2826	steel		
鋽	167 長镸		CYAJ	金卜日十	64218.060	1309.020				
鋾	167 長镸	8712.0	CPOU	金心人山	64223.030	1309.030				
鋿	167 長镸	8912.7	CFBR	金火月口	64218.070	1309.040				
錀	167 長镸	8812.7	COMB	金人一月	64222.110	1309.050				
錁	167 長镸	8619.4	CWD	金田木	64218.110	1309.060				
錂	167 長镸	8414.7	CGCE	金土金水	64214.100	1309.070				
錃	167 長镸		EEC	水水金	64224.080	1309.100				
錄	167 長镸	8713.2	CVNE	金女弓水	64227.091	1309.110	874	record		
錅	167 長镸		HHC	竹竹金	64221.070	1309.120				
錆	167 長镸	8512.7	CQMB	金手一月	64214.040	1309.150				
錇	167 長镸		CYTR	金卜廿口	64223.100	1309.160				
錈	167 長镸	8911.2	CFQU	金火手山	64222.100	1309.170				
錉	167 長镸	8216.4	CHPA	金竹心日	64223.020	1309.180				
錊	167 長镸		CYOJ	金卜人十	64223.090	1309.200				
錋	167 長镸	8712.0	CBB	金月月	64222.150	1309.210				
錌	167 長镸	8214.1	CUMJ	金山一十	64220.020	1309.220				
錍	167 長镸	8614.0	CHHJ	金竹竹十	64222.040	1309.230				
錎	167 長镸	8717.7	CNHX	金弓竹難	64223.040	1309.250				
錏	167 長镸	8111.7	CMLM	金一中一	64214.120	1309.260				
錐	167 長镸	8011.4	COG	金人土	64221.090	1309.280				
錑	167 長镸		CISK	金戈尸大	64225.060	1310.010				
錒	167 長镸	8112.0	CNLR	金弓中口	64213.070	1310.020				
錓	167 長镸	8811.1	CTGU	金廿土山	64224.050	1310.040				
錔	167 長镸	8216.3	CEA	金水日	64220.040	1310.050				
錕	167 長镸	8611.1	HRHPM	竹口竹心一	64218.130	1310.060				
錖	167 長镸	2710.9	YEC	卜水金	64218.030	1310.080				
錗	167 長镸		CHDV	金竹木女	64221.080	1310.100				
錘	167 長镸	8211.4	CHJM	金竹十一	64220.070	1310.110	1184	hammer		
錙	167 長镸	8216.0	CVVW	金女女田	64227.110	1310.120				
錚	167 長镸	8215.3	CBSD	金月尸木	64201.030	1310.160				
錛	167 長镸	8414.4	CKJT	金大十廿	64216.150	1310.170				
錜	167 長镸		COIP	金人戈心	64222.130	1310.180				
錝	167 長镸	8319.1	CJMF	金十一火	64224.090	1310.190				
錞	167 長镸	8014.7	CYRD	金卜口木	64223.070	1310.200				
錟	167 長镸	8918.9	CFF	金火火	64224.070	1310.210				
錠	167 長镸	8318.1	CJMO	金十一人	64224.100	1311.010				
錡	167 長镸	8412.1	CKMR	金大一口	64217.020	1311.020				
錢	167 長镸	8315.3	CII	金戈戈	64217.100	1311.050	350	coin		
錣	167 長镸	8714.7	CEEE	金水水水	64227.090	1311.080				
錤	167 長镸	8418.1	CTMC	金廿一金	64214.130	1311.090				
錥	167 長镸	8012.7	CYIB	金卜戈月	64224.040	1311.100				
錦	167 長镸	8612.7	CHAB	金竹日月	64222.020	1311.110	1660	brocade		
錧	167 長镸	8317.7	CJRR	金十口口	64225.030	1312.010				
錨	167 長镸	8416.0	CTW	金廿田	64216.050	1312.020				
錩	167 長镸	8616.0	CAA	金日日	64219.020	1312.030				
錪	167 長镸	8518.1	CTBC	金廿月金	64219.050	1312.040				
錫	167 長镸	8612.7	CAPH	金日心竹	64219.030	1312.050	2077	tin		
錬	167 長镸	8519.6	CDW	金木田	64216.100	1312.090				
錭	167 長镸	8712.0	CBGR	金月土口	64223.010	1312.100				
錮	167 長镸	8610.0	CWJR	金田十口	64219.060	1312.110				
錯	167 長镸	8416.1	CTA	金廿日	64214.180	1312.120	899	mistaken		
錰	167 長镸		CDF	金木火	64216.080	1313.010				
錱	167 長镸		CMGG	金一土土	64214.020	1313.040				
録	167 長镸	8713.2	CNME	金弓一水	64225.100	1313.051				
錳	167 長镸	8711.7	CNDT	金弓木廿	64227.050	1313.051				
錴	167 長镸	8411.4	CGCG	金土金土	64214.090	1313.051				
錵	167 長镸	8411.4	CTOP	金廿人心	64216.030	1313.051				
錶	167 長镸	8513.2	CQMV	金手一女	64214.050	1313.051	1162	watch		
錷	167 長镸		CJJU	金十十山	64216.090	1313.051				
錸	167 長镸	8419.8	CDOO	金木人人	64217.050	1313.051				
錹	167 長镸	8112.7	CYMB	金卜一月	64218.040	1313.051				
錺	167 長镸	8412.7	CTYS	金廿卜尸	64204.081	1313.051				
錻	167 長镸	8314.0	CMPM	金一心一	64203.072	1313.051				
錼	167 長镸	8019.1	CKMF	金大一火	64216.140	1313.051				
錽	167 長镸		XCMFE	難金一火水	64217.070	1313.051				
錾	167 長镸	4210	KLC	大中金	64217.090	1313.051				
錿	167 長镸		CYPU	金卜心山	64218.061	1313.051				
鍀	167 長镸		CAMI	金日一戈	64218.090	1313.051				
鍁	167 長镸		CHLO	金竹中人	64222.060	1313.051				
鍂	167 長镸		CC	金金	64222.091	1313.051				
鍃	167 長镸		CPHP	金心竹心	64223.041	1313.051				
鍄	167 長镸	8019.6	CYRF	金卜口火	64223.060	1313.051				
鍆	167 長镸	8712.0	CAN	金日弓	64225.090	1313.051				
鍇	167 長镸	8116.1	CPPA	金心心日	64229.080	1313.060				
鍈	167 長镸		CTLK	金廿中大	64228.030	1313.070				
鍉	167 長镸	8618.1	CAMO	金日一人	64230.080	1313.080				
鍊	167 長镸	8519.6	CDWF	金木田火	64228.140	1313.090	2590	chain		
鍋	167 長镸	8712.7	CBBR	金月月口	64220.060	1313.100	2274	pot		
鍌	167 長镸	3410.9	EUC	水山金	64235.200	1313.120				
鍍	167 長镸	8014.7	CITE	金戈廿水	64235.060	1313.140				
鍎	167 長镸	8216.4	CHJU	金竹十山	64234.030	1313.150				
鍏	167 長镸	8415.6	CDMQ	金木一手	64236.150	1313.170				
鍐	167 長镸	8214.7	CUCE	金山金水	64234.080	1313.190				
鍑	167 長镸	8814.7	COAE	金人日水	64232.040	1313.200				
鍒	167 長镸	8719.4	CNHD	金弓竹木	64236.190	1313.210				
鍓	167 長镸		CRSJ	金口尸十	64231.010	1313.230				
鍔	167 長镸	8612.7	CRRS	金口口尸	64231.090	1314.010				
鍕	167 長镸	8715.2	CBJJ	金月十十	64236.060	1314.030				
鍖	167 長镸	8411.1	CTMV	金廿一女	64228.020	1314.040				
鍗	167 長镸	8012.7	CYBB	金卜月月	64235.100	1314.050				
鍘	167 長镸	8210.0	CBCN	金月金弓	64230.090	1314.060				
鍙	167 長镸	3410.9	ECC	水金金	64235.190	1314.070				
鍚	167 長镸	8612.7	CAMH	金日一竹	64230.100	1314.080				
鍛	167 長镸	8714.7	CHJE	金竹十水	64233.010	1314.090	1346	forge		
鍜	167 長镸	8714.7	CRYE	金口卜水	64236.090	1314.100				
鍝	167 長镸		CWLB	金田中月	64231.030	1314.110				
鍞	167 長镸	8118.6	CYBC	金卜月金	64230.040	1314.120				
鍟	167 長镸		CAHM	金日竹一	64231.040	1314.130				
鍠	167 長镸	8611.4	CHAG	金竹日土	64233.070	1314.140				
鍡	167 長镸	8613.2	CWMV	金田一女	64231.060	1314.150				
鍢	167 長镸		CMRW	金一口田	64228.120	1314.160				
鍣	167 長镸	8416.2	CTSR	金廿尸口	64228.060	1314.170				
鍤	167 長镸	8117.7	CHJX	金竹十難	64231.140	1314.180				
鍥	167 長镸	8713.4	CQHK	金手竹大	64227.140	1314.190				
鍦	167 長镸		CYSD	金卜尸木	64235.120	1314.200				
鍧	167 長镸	8712.0	CPYR	金心卜口	64234.120	1314.210				
鍨	167 長镸		CNOK	金弓人大	64236.100	1314.220				
鍩	167 長镸		CTKR	金廿大口	64214.160	1314.230				
鍪	167 長镸	1810.9	NKC	弓大金	64236.210	1314.240				
鍫	167 長镸		HFC	竹火金	64232.020	1315.020				
鍬	167 長镸	8918.0	CHDF	金竹木火	64231.160	1315.030	1964	shovel		
鍭	167 長镸	8713.4	CONK	金人弓大	64233.080	1315.040				
鍮	167 長镸	8812.1	COMN	金人一弓	64234.040	1315.050				
鍯	167 長镸		CPKP	金心大心	64234.110	1315.060				
鍰	167 長镸	8214.7	CBME	金月一水	64234.050	1315.080				
鍱	167 長镸	8419.4	CPTD	金心廿木	64228.050	1315.090				
鍲	167 長镸		CRPA	金口心日	64236.120	1315.100				
鍳	167 長镸		SIC	尸戈金	64228.130	1315.110				
鍴	167 長镸		CUMB	金山一月	64231.110	1315.130				
鍵	167 長镸	8514.0	CNKQ	金弓大手	64225.070	1315.140	1646	keyboard keys		
鍶	167 長镸	8613.0	CWP	金田心	64231.070	1315.160				
鍷	167 長镸	8411.4	CKGG	金大土土	64229.060	1315.170				
鍸	167 長镸		CJRB	金十口月	64228.080	1315.180				
鍹	167 長镸	8311.6	CJMM	金十一一	64235.230	1315.190				
鍺	167 長镸	8416.0	CJKA	金十大日	64214.070	1315.210				
鍻	167 長镸	8612.7	CAPV	金日心女	64231.050	1315.250				
鍼	167 長镸	8315.0	CIHR	金戈竹口	64229.020	1315.270				
鍽	167 長镸		CISB	金戈尸月	64236.070	1316.040				
鍾	167 長镸	8211.4	CHJG	金竹十土	64232.030	1316.050	2593	draw together		
鍿	167 長镸		CVMW	金女一田	64230.020	1316.060				
鎀	167 長镸	8712.2	COLH	金人中竹	64233.060	1316.070				
鎁	167 長镸		CSJL	金尸十中	64214.140	1316.090				
鎂	167 長镸	8813.5	CTGK	金廿土大	64235.130	1316.111				
鎃	167 長镸	8213.2	CEHV	金水竹女	64235.220	1316.111				
鎄	167 長镸		CYRV	金卜口女	64235.040	1316.111				
